Sheet,WBS,S.NO,Description,Unit,Qty
"9.6 IT","9.6","3.1","Cat6A Male RJ45 to Male RJ45 Ethernet Cable, UTP, LSZH Sheath, 1 m","Nos.",185
"9.6 IT","9.6","3.2","Cat6A Male RJ45 to Male RJ45 Ethernet Cable, UTP, LSZH Sheath, 2 m","Nos.",643
"9.6 IT","9.6","3.3","Cat6A Male RJ45 to Male RJ45 Ethernet Cable, UTP, LSZH Sheath, 5 m","Nos.",0
"9.6 IT","9.6","4.1","2 Port  box mounted dataface plate with RJ45 CAT6A LAN I/O Punch Down Network Keystone Jack with Gang box and all accessories. Material - ABS","Nos.",287
"9.6 IT","9.6","5.1","23AWG CAT6A UTP Ethernet Cable, (LSZH) Flame Retardant Jacketing, Polyethylene (PE) Insulated, Un-Armoured. (For Indoor Application)","m",20000
"9.6 IT","9.6","5.199999999999999","Single Mode OS2 Optical fiber, (LSZH) Flame Retardant Jacketing, Un-Armoured, 24F,  including OTDR Testing (For Indoor Application)","m",4500
"9.6 IT","9.6","5.299999999999999","Single Mode OS2 Optical fiber, (LSZH) Flame Retardant Jacketing, Un-Armoured, 36F (For Indoor Application)","m",150
"9.6 IT","9.6","5.399999999999999","Multi Mode OM4 Optical fiber,  (LSZH) Flame Retardant Jacketing, Un-Armoured, 12F (For Indoor Application)","m",150
"9.6 IT","9.6","5.5","Earthing cable of 1x10sqmm, & materials including all accessories","m",100
"9.6 IT","9.6","5.6","Fire Sealant for all cable entries","Lot.",1
"9.6 IT","9.6","5.7","Power cable copper 3CX2.5 SQMM","m",100
"9.6 IT","9.6","7.1","25mm Fixed PVC Conduit with all mounting Accessories  including bends, elbows etc.","m",100
"9.6 IT","9.6","7.2","300(W) x 50(H) x 2(T) mm, Hot dip galvanised GI Perforated cable tray with mounting support at every 1 meter (As per Site condition and electrical standard wherever need extra) and all required accessories (Reducers, bend, couplers, etc)","m",1000
"9.6 IT","9.6","7.3","200(W) x 30(H) x 2(T) mm, Hot dip galvanised GI Cable Raceway with cover and mounting support at every 1 meter (As per Site condition and electrical standard wherever need extra) with all required accessories (Reducers, bend, couplers, etc)","m",100
"9.6 IT","9.6","8.1","Supply, Installation, Testing & Commissioning of Data & IT system as per the requirements mentioned in RFQ documents. Configuration and Modification within exitsing Data & IT System. Integration with third party system cable termination and Splicing.","Lot.",1
"9.6 IT","9.6","8.2","Installation of Wire less Access Points along with supply & installation of mounting accessories.","nos.",104
"9.6 IT","9.6","8.3","Installation of IP Phones along with supply & installation of mounting accessories.","nos.",20
"10.1 Non-CR Elect.","10.1","A","MV Cables & Terminations","",0
"10.1 Non-CR Elect.","10.1","1.1","6.6kV, 3C x 240 sq.mm XLPE insulated, FRLS-ZH, Al. Conductor round wire armoured Cable","Meter",1000
"10.1 Non-CR Elect.","10.1","1.2","Heat Shrinkable Cable End Termination Kit for the above cable at Item no. 1.1","Nos.",4
"10.1 Non-CR Elect.","10.1","B","Transformer","",0
"10.1 Non-CR Elect.","10.1","1","SITC of 6.6kV/0.433 kV Dry-Type Transformer Rated Power: 1600 / 2000 kVA, AN/AF, Door Interlock etc. (Fans shall be maintained from outside without intrupting the operation) 
K-Factor: K4","Nos.",2
"10.1 Non-CR Elect.","10.1","2","SITC of 504V/214V Dry-Type Transformer Rated Power: 630 kVA with 2000Amp. ICOG Panel, Indication, MFM, Door interlock etc.
K-Factor: K13","Nos.",4
"10.1 Non-CR Elect.","10.1","3","SITC of Emergency Push Button station with lockable key for transformer to quickly disconnect power during faults, rated for transformer voltage/current, with weather-proof enclosure, IP65, manual/automatic operation, lock-out capability, and status indicators.","Nos.",6
"10.1 Non-CR Elect.","10.1","C","Busduct","",0
"10.1 Non-CR Elect.","10.1","1.1","From Transformer 1 to Incomer 1 of MSB","Meter",20
"10.1 Non-CR Elect.","10.1","1.2","From Transformer 2 to Incomer 2 of MSB","Meter",20
"10.1 Non-CR Elect.","10.1","2.1","From Transformer 1 ICOG to L1M with tapp off unit as per Distribution schedule No: 4066-DE-FAB-EL-DOC-4548","Meter",170
"10.1 Non-CR Elect.","10.1","","Tapp-Off Units:","",0
"10.1 Non-CR Elect.","10.1","2.1.1","63A MCCB with LSIG protection and RS485 communication facility.","Nos.",32
"10.1 Non-CR Elect.","10.1","2.1.2","100A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.1.3","250A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.1.4","400A MCCB with LSIG protection and RS485 communication facility.","Nos.",10
"10.1 Non-CR Elect.","10.1","2.1.5","630A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.1.6","1000A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.2","From Transformer 2 ICOG to L1M with tapp off unit as per Distribution schedule No: 4066-DE-FAB-EL-DOC-4548","Meter",270
"10.1 Non-CR Elect.","10.1","","Tapp-Off Units:","",0
"10.1 Non-CR Elect.","10.1","2.2.1","63A MCCB with LSIG protection and RS485 communication facility.","Nos.",6
"10.1 Non-CR Elect.","10.1","2.2.2","100A MCCB with LSIG protection and RS485 communication facility.","Nos.",4
"10.1 Non-CR Elect.","10.1","2.2.3","250A MCCB with LSIG protection and RS485 communication facility.","Nos.",10
"10.1 Non-CR Elect.","10.1","2.2.4","400A MCCB with LSIG protection and RS485 communication facility.","Nos.",6
"10.1 Non-CR Elect.","10.1","2.2.5","630A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.2.6","1000A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.3","From Transformer 3 ICOG to L1M with tapp off unit as per Distribution schedule No: 4066-DE-FAB-EL-DOC-4548","Meter",200
"10.1 Non-CR Elect.","10.1","","Tapp-Off Units:","",0
"10.1 Non-CR Elect.","10.1","2.3.1","63A MCCB with LSIG protection and RS485 communication facility.","Nos.",24
"10.1 Non-CR Elect.","10.1","2.3.2","100A MCCB with LSIG protection and RS485 communication facility.","Nos.",4
"10.1 Non-CR Elect.","10.1","2.3.3","250A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.3.4","400A MCCB with LSIG protection and RS485 communication facility.","Nos.",4
"10.1 Non-CR Elect.","10.1","2.3.5","630A MCCB with LSIG protection and RS485 communication facility.","Nos.",4
"10.1 Non-CR Elect.","10.1","2.3.6","1000A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.4","From Transformer 4 ICOG to L1M with tapp off unit as per Distribution schedule No: 4066-DE-FAB-EL-DOC-4548","Meter",150
"10.1 Non-CR Elect.","10.1","","Tapp-Off Units:","",0
"10.1 Non-CR Elect.","10.1","2.4.1","63A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.4.2","100A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.4.3","250A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.4.4","400A MCCB with LSIG protection and RS485 communication facility.","Nos.",2
"10.1 Non-CR Elect.","10.1","2.4.5","630A MCCB with LSIG protection and RS485 communication facility.","Nos.",0
"10.1 Non-CR Elect.","10.1","2.4.6","1000A MCCB with LSIG protection and RS485 communication facility.","Nos.",6
"10.1 Non-CR Elect.","10.1","D","LT Switchgear Panel","",0
"10.1 Non-CR Elect.","10.1","1.1","MSI1-CUB-1-C3CA-FAC-415EMSB-006 (As per SLD No .DE-MSI1-CUB-B-001-E-193) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","","Normal SSB","",0
"10.1 Non-CR Elect.","10.1","2.1","MSI1-CUB-1-C3CB-FAC-415SSB-502 (As per SLD No. DE-MSI1-CUB-B-001-E-192) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","2.2","MSI1-FAB-1M-F13FX-PRO-208SSB-077","Nos.",1
"10.1 Non-CR Elect.","10.1","2.3","MSI1-FAB-1M-F10FX-PRO-208SSB-078","Nos.",1
"10.1 Non-CR Elect.","10.1","2.4","MSI1-FAB-1M-F10FX-PRO-208SSB-079","Nos.",1
"10.1 Non-CR Elect.","10.1","2.5","MSI1-FAB-1M-F9FX-PRO-208SSB-080","Nos.",1
"10.1 Non-CR Elect.","10.1","2.6","MSI1-FAB-1-F13FW-PRO-480SSB-001 (As per SLD No. DE-MSI1-FAB-B-001-E-189) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","2.7","MSI1-FAB-1-F13FW-PRO-480SSB-002  (As per SLD No. DE-MSI1-FAB-B-001-E-189) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","2.8","MSI1-FAB-1-F13FW-PRO-480SSB-003  (As per SLD No. DE-MSI1-FAB-B-001-E-189) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","2.9","MSI1-FAB-1-F14FX-FAC-415SSB-024  (As per SLD No. DE-MSI1-FAB-B-001-E-189) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","","Emergency SSB","",0
"10.1 Non-CR Elect.","10.1","2.11","MSI1-FAB-1-F15FX-FAC-415ESSB-013 (As per SLD No. DE-MSI1-FAB-B-001-E-190) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","","UPS Power Distribution Boards","",0
"10.1 Non-CR Elect.","10.1","2.12","MSI1-CUB-1-C3CC-CTRL-415UPSDB-401  (As per SLD No. DE-MSI1-CUB-B-001-E-194) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","2.13","MSI1-FAB-1-F15FX-CTRL-415UPSDB-012  (As per SLD No. DE-MSI1-FAB-B-001-E-191) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","2.14","MSI1-FAB-1-F17FY-PRO-208UPSDB-011  (As per SLD No. DE-MSI1-FAB-B-001-E-191) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","","MCC Panel","",0
"10.1 Non-CR Elect.","10.1","2.15","MSI1-CUB-1M-C4CC-FAC-415MCC-001 (As per SLD No. DE-MSI1-CUB-B-001-E-192) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","","EMCC Panel","",0
"10.1 Non-CR Elect.","10.1","2.16","MSI1-CUB-1M-C4CB-FAC-415EMCC-001 (As per SLD No .DE-MSI1-CUB-B-001-E-193) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","","PDB Panels","",0
"10.1 Non-CR Elect.","10.1","2.17","MSI1-FAB-1-F16FW-7AB-208PDB-001 (As per SLD No. DE-MSI1-FAB-B-001-E-189) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","2.18","MSI1-FAB-1-F14FW-7AB-208PDB-002 (As per SLD No. DE-MSI1-FAB-B-001-E-189) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","2.19","MSI1-FAB-1-F14FW-7AB-208PDB-003 (As per SLD No. DE-MSI1-FAB-B-001-E-189) -  As per IEC 61439","Nos.",1
"10.1 Non-CR Elect.","10.1","","PP Panels","",0
"10.1 Non-CR Elect.","10.1","2.2","MSI1-FAB-1-F15FW-7AB-208PP-001 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)
I Line type Distribution Board with Power monitoring for Out going circuit","Nos.",1
"10.1 Non-CR Elect.","10.1","2.21","MSI1-FAB-1-F15FW-7AB-208PP-002 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548) 
I Line type Distribution Board with Power monitoring for Out going circuit","Nos.",1
"10.1 Non-CR Elect.","10.1","2.22","MSI1-FAB-1-F16FW-7AB-208PP-003 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548) 
I Line type Distribution Board with Power monitoring for Out going circuit","Nos.",1
"10.1 Non-CR Elect.","10.1","2.23","MSI1-FAB-1-F12FW-7AB-230PP-001 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548) 
I Line type Distribution Board with Power monitoring for Out going circuit","Nos.",1
"10.1 Non-CR Elect.","10.1","3.1","MSI1-FAB-1-F14FX-CRMAU-415VSD-011","Nos.",1
"10.1 Non-CR Elect.","10.1","3.2","MSI1-FAB-1-F14FX-CRMAU-415VSD-012","Nos.",1
"10.1 Non-CR Elect.","10.1","3.3","MSI1-FAB-1-F14FX-EXF-415VSD-006","Nos.",1
"10.1 Non-CR Elect.","10.1","3.4","MSI1-FAB-1-F14FX-EXF-415VSD-007","Nos.",1
"10.1 Non-CR Elect.","10.1","3.5","MSI1-FAB-1-F14FX-MAU-415VSD-005","Nos.",1
"10.1 Non-CR Elect.","10.1","3.6","MSI1-FAB-1-F14FX-MAU-415VSD-006","Nos.",1
"10.1 Non-CR Elect.","10.1","3.7","MSI1-FAB-1-F14FX-MAU-415VSD-007","Nos.",1
"10.1 Non-CR Elect.","10.1","3.8","MSI1-FAB-1-F14FX-MAU-415VSD-008","Nos.",1
"10.1 Non-CR Elect.","10.1","3.9","MSI1-CUB-1M-C3CA-ACXF-415VSD-001","Nos.",1
"10.1 Non-CR Elect.","10.1","3.1","MSI1-CUB-1M-C3CA-ACXF-415VSD-002","Nos.",1
"10.1 Non-CR Elect.","10.1","3.11","MSI1-CUB-1M-C3CA-ACXF-415VSD-003","Nos.",1
"10.1 Non-CR Elect.","10.1","3.12","MSI1-CUB-1M-C2CD-AMXF-415VSD-001","Nos.",1
"10.1 Non-CR Elect.","10.1","3.13","MSI1-CUB-1M-C2CD-AMXF-415VSD-002","Nos.",1
"10.1 Non-CR Elect.","10.1","3.14","MSI1-CUB-1M-C2CD-AMXF-415VSD-003","Nos.",1
"10.1 Non-CR Elect.","10.1","3.15","MSI1-CUB-1M-C3CA-SPXF-415VSD-001","Nos.",1
"10.1 Non-CR Elect.","10.1","3.16","MSI1-CUB-1M-C3CA-SPXF-415VSD-002","Nos.",1
"10.1 Non-CR Elect.","10.1","3.17","MSI1-CUB-1M-C3CA-SPXF-415VSD-003","Nos.",1
"10.1 Non-CR Elect.","10.1","3.18","MSI1-CUB-1M-C4CC-MAU-415VSD-006","Nos.",1
"10.1 Non-CR Elect.","10.1","3.19","MSI1-CUB-1M-C4CC-MAU-415VSD-007","Nos.",1
"10.1 Non-CR Elect.","10.1","3.2","MSI1-CUB-1M-C2CC-MAU-415VSD-008","Nos.",1
"10.1 Non-CR Elect.","10.1","3.21","MSI1-CUB-1M-C2CC-MAU-415VSD-009","Nos.",1
"10.1 Non-CR Elect.","10.1","3.22","MSI1-CUB-1M-C2CC-EXF-415VSD-013","Nos.",1
"10.1 Non-CR Elect.","10.1","3.23","MSI1-CUB-1M-C2CC-EXF-415VSD-014","Nos.",1
"10.1 Non-CR Elect.","10.1","3.24","VSDs for HPCDA","Nos.",3
"10.1 Non-CR Elect.","10.1","E","UPS","",0
"10.1 Non-CR Elect.","10.1","1.1","250 kVA UPS with 3-phase input, 3-phase output  (As per SLD No. DE-MSI1-CUB-B-001-E-194)
Battery Bank (Sealed Lead Acid VRLA type) designed for 10-minute backup at full load","Nos.",1
"10.1 Non-CR Elect.","10.1","1.2","175 kVA UPS with 3-phase input, 3-phase output  (As per SLD No. DE-MSI1-FAB-B-001-E-191)
Battery Bank (Sealed Lead Acid VRLA type) designed for 10-minute backup at full load","Nos.",1
"10.1 Non-CR Elect.","10.1","1.3","175 kVA UPS with 415V 3-phase input, 208V, 3-phase output along with 415V/208V Dry-Type Transformer with K-Factor-K13 
(As per SLD No. DE-MSI1-FAB-B-001-E-191)
Battery Bank (Sealed Lead Acid VRLA type) designed for 10-minute backup at full load","Nos.",1
"10.1 Non-CR Elect.","10.1","F","Distribution Boards","",0
"10.1 Non-CR Elect.","10.1","1.1","MSI1-CUB-1-C4CB-415UPSAUXP-001 (As per DB Schedule No. : 4066-DE-CUB-EL-DOC-4547)","Nos.",1
"10.1 Non-CR Elect.","10.1","1.3","MSI1-CUB-1-C3CD-ELV-415UPSDB-401 (As per DB Schedule No. : 4066-DE-CUB-EL-DOC-4547)","Nos.",1
"10.1 Non-CR Elect.","10.1","1.5","MSI1-FAB-1-F15FX-415UPSAUXP-001 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","1.7","MSI1-FAB-1-F15FW-ELV-415UPSDB-121 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","2.1","MSI1-CUB-1-C3CD-ELV-415NONUPSDB-502-1 (As per DB Schedule No. : 4066-DE-CUB-EL-DOC-4547)","Nos.",1
"10.1 Non-CR Elect.","10.1","2.2","MSI1-FAB-1-F15FX-415AUXP-001 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","2.3","MSI1-FAB-1-F15FW-ELV-415NONUPSDB-241 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","3.1","MSI1-CUB-1-C3CC-ELDB-415-601 (As per DB Schedule No. : 4066-DE-CUB-EL-DOC-4547)","Nos.",1
"10.1 Non-CR Elect.","10.1","3.2","MSI1-CUB-1M-C3CD-ELDB-415-602 (As per DB Schedule No. : 4066-DE-CUB-EL-DOC-4547)","Nos.",1
"10.1 Non-CR Elect.","10.1","3.3","MSI1-FAB-1-F17FW-415ELDB-131 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","3.4","MSI1-FAB-1-F17FW-CR-415ELDB-132 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","3.5","MSI1-FAB-1-F17FW-415ELDB-133 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","4.1","MSI1-CUB-1-C3CD-LDB-415-502-1 (As per DB Schedule No. : 4066-DE-CUB-EL-DOC-4547)","Nos.",1
"10.1 Non-CR Elect.","10.1","4.2","MSI1-CUB-1M-C3CD-LDB-415-502-2 (As per DB Schedule No. : 4066-DE-CUB-EL-DOC-4547)","Nos.",1
"10.1 Non-CR Elect.","10.1","4.3","MSI1-FAB-1-F17FW-415LDB-241 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","4.4","MSI1-FAB-1-F17FW-CR-415LDB-242 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","4.5","MSI1-FAB-1-F17FW-415LDB-243 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","4.6","MSI1-FAB-1-F17FW-415LDB-244 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","5.1","MSI1-CUB-1-C4CA-415RPDB-502-3 (As per DB Schedule No. : 4066-DE-CUB-EL-DOC-4547)","Nos.",1
"10.1 Non-CR Elect.","10.1","5.2","MSI1-CUB-1-C4CA-415RPDB-502-5 (As per DB Schedule No. : 4066-DE-CUB-EL-DOC-4547)","Nos.",1
"10.1 Non-CR Elect.","10.1","5.3","MSI1-CUB-1M-C4CA-415RPDB-502-4 (As per DB Schedule No. : 4066-DE-CUB-EL-DOC-4547)","Nos.",1
"10.1 Non-CR Elect.","10.1","5.4","MSI1-FAB-1-F14FY-415RPDB-243 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","6.1","MSI1-FAB-1-F15FW-FFU-415PDB-241 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","6.2","MSI1-FAB-1-F15FW-FFU-415EPDB-131 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","7.1","MSI1-FAB-1-F16FW-ION-415PDB-001 (As per DB Schedule No. : 4066-DE-FAB-EL-DOC-4548)","Nos.",1
"10.1 Non-CR Elect.","10.1","G","SITC of Power Socket, Local Control station, Local Push button station and Isolators","",0
"10.1 Non-CR Elect.","10.1","1","415V 3∅ 32A 5pin and 230V 1∅ 16A 3pin combine industrial Universal Switch Socket Outlet  with 100mA RCBO - IP67","Nos.",11
"10.1 Non-CR Elect.","10.1","2","230V 1∅ 16A 3pin industrial Commando socket with 100mA RCBO - IP67","Nos.",33
"10.1 Non-CR Elect.","10.1","3","415V 3∅ 32A 5pin industrial Commando socket with 100mA RCBO - IP67","Nos.",26
"10.1 Non-CR Elect.","10.1","4","415V 3∅ 63A 5pin industrial Commando socket with 100mA RCBO - IP67","Nos.",0
"10.1 Non-CR Elect.","10.1","5.1","Local Control station along with Power Isolator for Motor upto 15kW","Nos.",40
"10.1 Non-CR Elect.","10.1","5.2","Local Control station along with Power Isolator for Motor above 15kW to 37kW","Nos.",5
"10.1 Non-CR Elect.","10.1","5.3","Local Control station along with Power Isolator for Motor above 37kW to 75kW","Nos.",8
"10.1 Non-CR Elect.","10.1","5.4","Local Control station along with Power Isolator for Motor above 75kW to 110kW","Nos.",3
"10.1 Non-CR Elect.","10.1","5.5","Local Control station along with Power Isolator for Motor above 110kW","Nos.",3
"10.1 Non-CR Elect.","10.1","6.1","Emergency Stop Push button Staion along with Isolator for Motor upto 15kW","Nos.",3
"10.1 Non-CR Elect.","10.1","6.2","Emergency Stop Push button Staion along with Isolator for Motor above 15kW to 37kW","Nos.",5
